"ID","timeslot","pressure","amps"
"W/6459-086",234,572,31
"W/6459-086",235,577,31
"W/6459-086",236,575,31
"W/6459-086",237,577,31
"W/6459-086",238,578,31
"W/6459-086",239,577,32
"W/6459-086",240,579,32
"W/6459-086",241,573,31
"W/6459-086",242,570,32
"W/6459-086",243,578,31
"W/6459-086",244,579,31
"W/6459-086",245,576,31
"W/6459-086",246,571,31
"W/6459-086",247,572,31
"W/6459-086",248,578,31
"W/6459-086",249,570,31
"W/6459-086",250,575,31
"W/6459-086",251,570,31
"W/6459-086",252,577,31
"W/6459-086",253,577,31
"W/6459-086",254,574,31
"W/6459-086",255,573,30
"W/6459-086",256,573,31
"W/6459-086",257,572,31
"W/6459-086",258,577,30
"W/6459-086",259,576,32
"W/6459-086",260,573,31
"W/6459-086",261,574,31
"W/6459-086",262,574,30
"W/6459-086",263,571,31
"W/6459-086",264,573,31
"W/6459-086",265,573,31
"W/6459-086",266,573,31
"W/6459-086",267,575,32
"W/6459-086",268,579,31
"W/6459-086",269,573,31
"W/6459-086",270,576,32
"W/6459-086",271,573,31
"W/6459-086",272,576,30
"W/6459-086",273,576,31
"W/6459-086",274,574,31
"W/6459-086",275,575,31
"W/6459-086",276,576,31
"W/6459-086",277,574,32
"W/6459-086",278,575,31
"W/6459-086",279,575,32
"W/6459-086",280,572,32
"W/6459-086",281,570,31
"W/6459-086",282,574,31
"W/6459-086",283,574,31
"W/6459-086",284,574,30
"W/6459-086",285,575,31
"W/6459-086",286,577,31
"W/6459-086",287,573,31
"W/6459-086",288,573,31
"W/6459-086",289,572,31
"W/6459-086",290,573,30
"W/6459-086",291,578,31
"W/6459-086",292,577,31
"W/6459-086",293,575,30
"W/6459-086",294,580,31
"W/6459-086",295,573,31
"W/6459-086",296,580,31
"W/6459-086",297,576,30
"W/6459-086",298,575,31
"W/6459-086",299,577,31
"W/6459-086",300,580,32
"W/6459-086",301,570,30
"W/6459-086",302,573,31
"W/6459-086",303,570,30
"W/6459-086",304,574,30
"W/6459-086",305,572,31
"W/6459-086",306,570,30
"W/6459-086",307,576,31
"W/6459-086",308,579,31
"W/6459-086",309,573,31
"W/6459-086",310,575,31
"W/6459-086",311,576,31
"W/6459-086",312,575,31
"W/6459-086",313,576,32
"W/6459-086",314,575,32
"W/6459-086",315,575,30
"W/6459-086",316,577,30
"W/6459-086",317,573,31
"W/6459-086",318,580,31
"W/6459-086",319,580,31
"W/6459-086",320,576,31
"W/6459-086",321,577,30
"W/6459-086",322,576,31
"W/6459-086",323,575,32
"W/6459-086",324,575,31
"W/6459-086",325,573,31
"W/6459-086",326,575,31
"W/6459-086",327,576,31
"W/6459-086",328,570,30
"W/6459-086",329,574,32
"W/6459-086",330,576,30
"W/6459-086",331,575,31
"W/6459-086",332,577,32
"W/6459-086",333,574,31
"W/6459-086",334,576,31
"W/6459-086",335,576,30
"W/6459-086",336,575,31
"W/6459-086",337,571,31
"W/6459-086",338,577,31
"W/6459-086",339,574,32
"W/6459-086",340,572,31
"W/6459-086",341,580,31
"W/6459-086",342,573,30
"W/6459-086",343,578,32
"W/6459-086",344,571,31
"W/6459-086",345,574,30
"W/6459-086",346,571,31
"W/6459-086",347,578,32
"W/6459-086",348,571,31
"W/6459-086",349,574,30
"W/6459-086",350,578,31
"W/4996-106",1,576,31
"W/4996-106",2,579,31
"W/4996-106",3,577,32
"W/4996-106",4,576,31
"W/4996-106",5,573,31
"W/4996-106",6,574,31
"W/4996-106",7,575,31
"W/4996-106",8,576,31
"W/4996-106",9,576,32
"W/4996-106",10,575,31
"W/4996-106",11,576,32
"W/4996-106",12,575,32
"W/4996-106",13,580,31
"W/4996-106",14,571,31
"W/4996-106",15,578,31
"W/4996-106",16,574,31
"W/4996-106",17,575,31
"W/4996-106",18,574,31
"W/4996-106",19,575,31
"W/4996-106",20,573,31
"W/4996-106",21,576,30
"W/4996-106",22,578,31
"W/4996-106",23,575,31
"W/4996-106",24,575,31
"W/4996-106",25,579,30
"W/4996-106",26,576,31
"W/4996-106",27,571,31
"W/4996-106",28,576,32
"W/4996-106",29,573,32
"W/4996-106",30,577,31
"W/4996-106",31,576,31
"W/4996-106",32,576,31
"W/4996-106",33,580,30
"W/4996-106",34,577,32
"W/4996-106",35,571,31
"W/4996-106",36,573,31
"W/4996-106",37,573,31
"W/4996-106",38,580,31
"W/4996-106",39,572,30
"W/4996-106",40,572,31
"W/4996-106",41,571,31
"W/4996-106",42,578,31
"W/4996-106",43,573,31
"W/4996-106",44,578,32
"W/4996-106",45,575,31
"W/4996-106",46,578,32
"W/4996-106",47,571,31
"W/4996-106",48,571,31
"W/4996-106",49,576,30
"W/4996-106",50,572,32
"W/4996-106",51,578,30
"W/4996-106",52,577,32
"W/4996-106",53,575,30
"W/4996-106",54,575,32
"W/4996-106",55,575,30
"W/4996-106",56,574,31
"W/4996-106",57,572,31
"W/4996-106",58,580,31
"W/4996-106",59,574,31
"W/4996-106",60,571,31
"W/4996-106",61,572,31
"W/4996-106",62,575,31
"W/4996-106",63,570,31
"W/4996-106",64,575,31
"W/4996-106",65,576,32
"W/4996-106",66,572,31
"W/4996-106",67,578,31
"W/4996-106",68,574,31
"W/4996-106",69,577,31
"W/4996-106",70,576,31
"W/4996-106",71,578,31
"W/4996-106",72,578,30
"W/4996-106",73,575,31
"W/4996-106",74,570,31
"W/4996-106",75,577,30
"W/4996-106",76,575,31
"W/4996-106",77,573,30
"W/4996-106",78,572,30
"W/4996-106",79,573,32
"W/4996-106",80,577,31
"W/4996-106",81,574,31
"W/4996-106",82,572,31
"W/4996-106",83,574,31
"W/4996-106",84,570,32
"W/4996-106",85,578,30
"W/4996-106",86,574,31
"W/4996-106",87,571,31
"W/4996-106",88,577,31
"W/4996-106",89,573,32
"W/4996-106",90,574,32
"W/4996-106",91,577,31
"W/4996-106",92,572,31
"W/4996-106",93,573,32
"W/4996-106",94,577,31
"W/4996-106",95,574,31
"W/4996-106",96,577,31
"W/4996-106",97,572,31
"W/4996-106",98,578,31
"W/4996-106",99,576,31
"W/4996-106",100,574,31
"W/4996-106",101,572,31
"W/4996-106",102,575,31
"W/4996-106",103,578,32
"W/4996-106",104,573,31
"W/4996-106",105,575,31
"W/4996-106",106,575,31
"W/4996-106",107,573,31
"W/4996-106",108,574,31
"W/4996-106",109,579,32
"W/4996-106",110,574,32
"W/4996-106",111,575,31
"W/4996-106",112,577,31
"W/4996-106",113,574,31
"W/4996-106",114,579,30
"W/4996-106",115,578,30
"W/4996-106",116,576,30
"W/4996-106",117,575,31
"W/4996-106",118,572,32
"W/4996-106",119,572,30
"W/4996-106",120,576,31
"W/4996-106",121,577,31
"W/4996-106",122,575,30
"W/4996-106",123,575,30
"W/4996-106",124,581,31
"W/4996-106",125,575,30
"W/4996-106",126,576,31
"W/4996-106",127,578,31
"W/4996-106",128,577,32
"W/4996-106",129,576,30
"W/4996-106",130,576,31
"W/4996-106",131,575,31
"W/4996-106",132,575,31
"W/4996-106",133,570,31
"W/4996-106",134,578,31
"W/4996-106",135,580,30
"W/4996-106",136,577,30
"W/4996-106",137,581,31
"W/4996-106",138,574,31
"W/4996-106",139,577,32
"W/4996-106",140,572,32
"W/4996-106",141,573,30
"W/4996-106",142,574,31
"W/4996-106",143,574,31
"W/4996-106",144,575,31
"W/4996-106",145,574,31
"W/4996-106",146,572,31
"W/4996-106",147,574,30
"W/4996-106",148,574,32
"W/4996-106",149,572,31
"W/4996-106",150,575,32
"W/4996-106",151,571,32
"W/4996-106",152,571,30
"W/4996-106",153,574,31
"W/4996-106",154,577,31
"W/4996-106",155,577,31
"W/4996-106",156,576,31
"W/4996-106",157,575,31
"W/4996-106",158,574,31
"W/4996-106",159,574,31
"W/4996-106",160,574,30
"W/4996-106",161,574,32
"W/4996-106",162,574,31
"W/4996-106",163,573,31
"W/4996-106",164,574,31
"W/4996-106",165,577,31
"W/4996-106",166,577,31
"W/4996-106",167,575,31
"W/4996-106",168,575,31
"W/4996-106",169,569,31
"W/4996-106",170,575,32
"W/4996-106",171,572,30
"W/4996-106",172,572,31
"W/4996-106",173,574,31
"W/4996-106",174,578,31
"W/4996-106",175,577,31
"W/4996-106",176,574,30
"W/4996-106",177,577,32
"W/4996-106",178,574,31
"W/4996-106",179,575,30
"W/4996-106",180,571,31
"W/4996-106",181,575,31
"W/4996-106",182,580,31
"W/4996-106",183,574,31
"W/4996-106",184,575,31
"W/4996-106",185,575,31
"W/4996-106",186,578,32
"W/4996-106",187,574,31
"W/4996-106",188,579,30
"W/4996-106",189,577,31
"W/4996-106",190,580,32
"W/4996-106",191,574,31
"W/4996-106",192,577,30
"W/4996-106",193,578,30
"W/4996-106",194,579,31
"W/4996-106",195,571,31
"W/4996-106",196,579,32
"W/4996-106",197,575,31
"W/4996-106",198,577,31
"W/4996-106",199,571,31
"W/4996-106",200,572,31
"W/4996-106",201,571,31
"W/4996-106",202,575,31
"W/4996-106",203,575,31
"W/4996-106",204,575,32
"W/4996-106",205,578,32
"W/4996-106",206,581,32
"W/4996-106",207,573,31
"W/4996-106",208,577,31
"W/4996-106",209,573,32
"W/4996-106",210,576,31
"W/4996-106",211,575,31
"W/4996-106",212,577,32
"W/4996-106",213,574,31
"W/4996-106",214,574,31
"W/4996-106",215,581,32
"W/4996-106",216,579,31
"W/4996-106",217,577,31
"W/4996-106",218,576,31
"W/4996-106",219,574,31
"W/4996-106",220,574,31
"W/4996-106",221,574,32
"W/4996-106",222,575,31
"W/4996-106",223,576,30
"W/4996-106",224,580,30
"W/4996-106",225,574,31
"W/4996-106",226,575,32
"W/4996-106",227,575,31
"W/4996-106",228,573,31
"W/4996-106",229,570,31
"W/4996-106",230,572,32
"W/4996-106",231,573,32
"W/4996-106",232,576,32
"W/4996-106",233,573,31
"W/4996-106",234,575,31
"W/4996-106",235,572,30
"W/4996-106",236,578,31
"W/4996-106",237,572,31
"W/4996-106",238,573,31
"W/4996-106",239,577,31
"W/4996-106",240,574,31
"W/4996-106",241,579,32
"W/4996-106",242,577,32
"W/4996-106",243,576,30
"W/4996-106",244,571,31
"W/4996-106",245,577,31
"W/4996-106",246,572,31
"W/4996-106",247,580,31
"W/4996-106",248,575,31
"W/4996-106",249,576,31
"W/4996-106",250,573,31
"W/4996-106",251,576,30
"W/4996-106",252,572,30
"W/4996-106",253,573,31
"W/4996-106",254,573,31
"W/4996-106",255,571,31
"W/4996-106",256,576,31
"W/4996-106",257,575,31
"W/4996-106",258,575,31
"W/4996-106",259,576,32
"W/4996-106",260,571,32
"W/4996-106",261,578,30
"W/4996-106",262,571,31
"W/4996-106",263,577,31
"W/4996-106",264,578,31
"W/4996-106",265,573,31
"W/4996-106",266,576,30
"W/4996-106",267,577,32
"W/4996-106",268,573,31
"W/4996-106",269,575,31
"W/4996-106",270,578,31
"W/4996-106",271,575,31
"W/4996-106",272,570,31
"W/4996-106",273,576,31
"W/4996-106",274,574,31
"W/4996-106",275,578,31
"W/4996-106",276,578,31
"W/4996-106",277,575,31
"W/4996-106",278,576,31
"W/4996-106",279,577,31
"W/4996-106",280,574,31
"W/4996-106",281,573,31
"W/4996-106",282,578,31
"W/4996-106",283,573,31
"W/4996-106",284,576,31
"W/4996-106",285,575,31
"W/4996-106",286,578,31
"W/4996-106",287,578,31
"W/4996-106",288,578,32
"W/4996-106",289,573,31
"W/4996-106",290,575,31
"W/4996-106",291,575,31
"W/4996-106",292,576,31
"W/4996-106",293,574,30
"W/4996-106",294,575,30
"W/4996-106",295,578,31
"W/4996-106",296,579,31
"W/4996-106",297,573,31
"W/4996-106",298,577,31
"W/4996-106",299,575,30
"W/4996-106",300,577,31
"W/4996-106",301,571,31
"W/4996-106",302,577,31
"W/4996-106",303,577,32
"W/4996-106",304,582,32
"W/4996-106",305,580,31
"W/4996-106",306,573,31
"W/4996-106",307,574,31
"W/4996-106",308,573,31
"W/4996-106",309,569,31
"W/4996-106",310,577,31
"W/4996-106",311,575,30
"W/4996-106",312,577,30
"W/4996-106",313,574,32
"W/4996-106",314,575,30
"W/4996-106",315,578,31
"W/4996-106",316,575,31
"W/4996-106",317,571,31
"W/4996-106",318,574,30
"W/4996-106",319,576,31
"W/4996-106",320,578,31
"W/4996-106",321,575,31
"W/4996-106",322,577,31
"W/4996-106",323,575,30
"W/4996-106",324,576,31
"W/4996-106",325,575,31
"W/4996-106",326,571,31
"W/4996-106",327,574,30
"W/4996-106",328,578,31
"W/4996-106",329,581,31
"W/4996-106",330,575,31
"W/4996-106",331,569,31
"W/4996-106",332,573,31
"W/4996-106",333,579,31
"W/4996-106",334,574,32
"W/4996-106",335,576,31
"W/4996-106",336,576,31
"W/4996-106",337,576,31
"W/4996-106",338,569,30
"W/4996-106",339,575,31
"W/4996-106",340,572,30
"W/4996-106",341,577,31
"W/4996-106",342,574,31
"W/4996-106",343,575,31
"W/4996-106",344,578,31
"W/4996-106",345,581,31
"W/4996-106",346,577,30
"W/4996-106",347,574,31
"W/4996-106",348,580,31
"W/4996-106",349,577,31
"W/4996-106",350,575,31
"W/6980-097",1,575,31
"W/6980-097",2,573,32
"W/6980-097",3,579,31
"W/6980-097",4,573,31
"W/6980-097",5,576,31
"W/6980-097",6,575,31
"W/6980-097",7,573,31
"W/6980-097",8,578,32
"W/6980-097",9,575,32
"W/6980-097",10,574,31
"W/6980-097",11,575,31
"W/6980-097",12,574,31
"W/6980-097",13,573,31
"W/6980-097",14,573,31
"W/6980-097",15,574,31
"W/6980-097",16,576,31
"W/6980-097",17,578,31
"W/6980-097",18,576,31
"W/6980-097",19,580,31
"W/6980-097",20,577,31
"W/6980-097",21,577,31
"W/6980-097",22,580,31
"W/6980-097",23,571,31
"W/6980-097",24,574,31
"W/6980-097",25,578,31
"W/6980-097",26,571,31
"W/6980-097",27,575,31
"W/6980-097",28,571,31
"W/6980-097",29,577,31
"W/6980-097",30,576,30
"W/6980-097",31,573,31
"W/6980-097",32,578,31
"W/6980-097",33,572,30
"W/6980-097",34,578,31
"W/6980-097",35,578,31
"W/6980-097",36,579,31
"W/6980-097",37,574,32
"W/6980-097",38,575,31
"W/6980-097",39,571,31
"W/6980-097",40,576,31
"W/6980-097",41,575,31
"W/6980-097",42,571,31
"W/6980-097",43,581,31
"W/6980-097",44,578,31
"W/6980-097",45,577,32
"W/6980-097",46,575,31
"W/6980-097",47,574,31
"W/6980-097",48,572,32
"W/6980-097",49,581,31
"W/6980-097",50,574,30
"W/6980-097",51,577,31
"W/6980-097",52,575,32
"W/6980-097",53,578,31
"W/6980-097",54,575,30
"W/6980-097",55,576,31
"W/6980-097",56,574,30
"W/6980-097",57,574,31
"W/6980-097",58,573,32
"W/6980-097",59,578,31
"W/6980-097",60,574,32
"W/6980-097",61,575,30
"W/6980-097",62,579,31
"W/6980-097",63,579,31
"W/6980-097",64,571,31
"W/6980-097",65,575,31
"W/6980-097",66,579,30
"W/6980-097",67,578,31
"W/6980-097",68,578,31
"W/6980-097",69,575,30
"W/6980-097",70,570,31
"W/6980-097",71,575,31
"W/6980-097",72,574,31
"W/6980-097",73,576,31
"W/6980-097",74,577,32
"W/6980-097",75,574,31
"W/6980-097",76,577,31
"W/6980-097",77,572,32
"W/6980-097",78,576,30
"W/6980-097",79,576,31
"W/6980-097",80,575,31
"W/6980-097",81,578,30
"W/6980-097",82,582,31
"W/6980-097",83,574,30
"W/6980-097",84,571,31
"W/6980-097",85,578,32
"W/6980-097",86,576,31
"W/6980-097",87,577,31
"W/6980-097",88,577,30
"W/6980-097",89,577,30
"W/6980-097",90,574,31
"W/6980-097",91,574,31
"W/6980-097",92,574,31
"W/6980-097",93,583,32
"W/6980-097",94,575,31
"W/6980-097",95,577,31
"W/6980-097",96,570,31
"W/6980-097",97,575,31
"W/6980-097",98,576,30
"W/6980-097",99,572,32
"W/6980-097",100,571,31
"W/6980-097",101,575,31
"W/6980-097",102,575,31
"W/6980-097",103,570,31
"W/6980-097",104,572,31
"W/6980-097",105,578,31
"W/6980-097",106,574,31
"W/6980-097",107,574,31
"W/6980-097",108,579,31
"W/6980-097",109,574,31
"W/6980-097",110,577,31
"W/6980-097",111,575,31
"W/6980-097",112,570,31
"W/6980-097",113,576,31
"W/6980-097",114,574,31
"W/6980-097",115,576,31
"W/6980-097",116,571,32
"W/6980-097",117,575,31
"W/6980-097",118,578,32
"W/6980-097",119,576,31
"W/6980-097",120,572,31
"W/6980-097",121,578,32
"W/6980-097",122,575,32
"W/6980-097",123,575,30
"W/6980-097",124,574,32
"W/6980-097",125,575,31
"W/6980-097",126,578,31
"W/6980-097",127,577,32
"W/6980-097",128,575,31
"W/6980-097",129,568,31
"W/6980-097",130,579,30
"W/6980-097",131,573,31
"W/6980-097",132,578,31
"W/6980-097",133,574,31
"W/6980-097",134,574,31
"W/6980-097",135,573,31
"W/6980-097",136,572,31
"W/6980-097",137,578,31
"W/6980-097",138,576,31
"W/6980-097",139,572,31
"W/6980-097",140,576,31
"W/6980-097",141,572,30
"W/6980-097",142,574,31
"W/6980-097",143,574,32
"W/6980-097",144,578,31
"W/6980-097",145,575,31
"W/6980-097",146,575,31
"W/6980-097",147,577,32
"W/6980-097",148,574,31
"W/6980-097",149,582,30
"W/6980-097",150,574,31
"W/6980-097",151,578,31
"W/6980-097",152,573,31
"W/6980-097",153,576,31
"W/6980-097",154,574,31
"W/6980-097",155,571,31
"W/6980-097",156,576,31
"W/6980-097",157,571,31
"W/6980-097",158,577,30
"W/6980-097",159,576,30
"W/6980-097",160,573,32
"W/6980-097",161,577,31
"W/6980-097",162,577,31
"W/6980-097",163,573,31
"W/6980-097",164,577,31
"W/6980-097",165,580,32
"W/6980-097",166,574,31
"W/6980-097",167,575,31
"W/6980-097",168,574,31
"W/6980-097",169,575,31
"W/6980-097",170,577,32
"W/6980-097",171,576,31
"W/6980-097",172,572,30
"W/6980-097",173,583,26
"W/6980-097",174,597,22
"W/6980-097",175,600,18
"W/6980-097",176,612,16
"W/6980-097",177,617,13
"W/6980-097",178,621,12
"W/6980-097",179,619,10
"W/6980-097",180,622,9
"W/6980-097",181,622,7
"W/6980-097",182,624,8
"W/6980-097",183,627,6
"W/6980-097",184,629,6
"W/6980-097",185,631,5
"W/6980-097",186,632,5
"W/6980-097",187,626,7
"W/6980-097",188,622,8
"W/6980-097",189,619,10
"W/6980-097",190,615,11
"W/6980-097",191,614,13
"W/6980-097",192,614,14
"W/6980-097",193,610,15
"W/6980-097",194,604,16
"W/6980-097",195,607,17
"W/6980-097",196,604,19
"W/6980-097",197,601,20
"W/6980-097",198,602,20
"W/6980-097",199,601,20
"W/6980-097",200,599,21
"W/6980-097",201,600,21
"W/6980-097",202,592,23
"W/6980-097",203,595,22
"W/6980-097",204,592,22
"W/6980-097",205,587,23
"W/6980-097",206,590,24
"W/6980-097",207,587,25
"W/6980-097",208,587,25
"W/6980-097",209,590,26
"W/6980-097",210,585,25
"W/6980-097",211,588,26
"W/6980-097",212,585,26
"W/6980-097",213,581,28
"W/6980-097",214,579,26
"W/6980-097",215,582,28
"W/6980-097",216,585,28
"W/6980-097",217,581,27
"W/6980-097",218,583,28
"W/6980-097",219,583,27
"W/6980-097",220,576,29
"W/6980-097",221,575,28
"W/6980-097",222,586,29
"W/6980-097",223,578,29
"W/6980-097",224,579,29
"W/6980-097",225,581,30
"W/6980-097",226,576,28
"W/6980-097",227,581,29
"W/6980-097",228,579,29
"W/6980-097",229,574,28
"W/6980-097",230,579,29
"W/6980-097",231,578,30
"W/6980-097",232,579,30
"W/6980-097",233,578,30
"W/6980-097",234,578,30
"W/6980-097",235,580,29
"W/6980-097",236,577,30
"W/6980-097",237,576,29
"W/6980-097",238,574,30
"W/6980-097",239,581,30
"W/6980-097",240,580,30
"W/6980-097",241,574,30
"W/6980-097",242,574,30
"W/6980-097",243,573,30
"W/6980-097",244,577,31
"W/6980-097",245,573,31
"W/6980-097",246,581,31
"W/6980-097",247,576,30
"W/6980-097",248,576,31
"W/6980-097",249,573,30
"W/6980-097",250,577,30
"W/6980-097",251,574,30
"W/6980-097",252,575,31
"W/6980-097",253,573,31
"W/6980-097",254,577,30
"W/6980-097",255,571,30
"W/6980-097",256,575,32
"W/6980-097",257,580,31
"W/6980-097",258,575,31
"W/6980-097",259,574,31
"W/6980-097",260,579,30
"W/6980-097",261,580,31
"W/6980-097",262,576,31
"W/6980-097",263,577,31
"W/6980-097",264,574,30
"W/6980-097",265,573,30
"W/6980-097",266,579,31
"W/6980-097",267,579,30
"W/6980-097",268,576,31
"W/6980-097",269,569,31
"W/6980-097",270,570,30
"W/6980-097",271,580,31
"W/6980-097",272,575,30
"W/6980-097",273,571,31
"W/6980-097",274,573,31
"W/6980-097",275,573,30
"W/6980-097",276,578,31
"W/6980-097",277,575,32
"W/6980-097",278,571,31
"W/6980-097",279,569,30
"W/6980-097",280,573,30
"W/6980-097",281,577,31
"W/6980-097",282,578,31
"W/6980-097",283,572,32
"W/6980-097",284,575,31
"W/6980-097",285,577,30
"W/6980-097",286,573,30
"W/6980-097",287,571,31
"W/6980-097",288,579,31
"W/6980-097",289,575,30
"W/6980-097",290,573,31
"W/6980-097",291,573,30
"W/6980-097",292,575,31
"W/6980-097",293,574,31
"W/6980-097",294,573,32
"W/6980-097",295,575,31
"W/6980-097",296,575,30
"W/6980-097",297,574,31
